user_address,ui_pay_amount,P,LV aidrop,LV total,player total 0.04%,revenues,,,,,,,,,,,,,
0xe9B14e7622fe53021B9D5772124C8f5e121eEfA2,"2,580",0.0183%,73,,,,,,,,,,,,,,,,
0xeE5De9939059B530D3825F90A16Ad5a5ead4A741,"2,520",0.0179%,71,,,,,,,,,,,,,,,,
0x5B261d60448555cBf6772f1AA57045B545b7cd10,"2,500",0.0177%,70,,,,,,,,,,,,,,,,
0x5C0bD1D80495781F509928B61b6258Fe2caE3c31,"2,500",0.0177%,70,,,,,,,,,,,,,,,,
0x8F7B51af5EE5a0d8C7487b3bAa528436Ff8A17bB,"2,500",0.0177%,70,,,,,,,,,,,,,,,,
0xF446724B06c6cc0632E7877341Ea5133E540B6c9,"2,420",0.0172%,68,,,,,,,,,,,,,,,,
0x21F9C48B6B36f00d52aE61A4755b21Ec2d385F3D,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x320815D20c0887a12465CD67B168a62ab2a8cA84,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x359Ef3e47D9BEA158c4c99062168Bac4414cCf72,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x3eF2450c47bf537f52209C65DE7305F6973774d0,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x56a8cb65cAe9bd3467B9ce2B7E16AC778F6cf84e,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x5E535C88B48895469a314fcA75D569F41122321f,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x645206B8AaD85aa63971e7Ac6E88AbE5458A9694,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x7147299644eDC4549Bb8B79ed8Ff5D47C2495938,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x784E24Ab1e9D2808f061aE5a434B33c037D250a1,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x79239488a70f95eF52D33138d31a3411826e35fc,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0xb91c5C374116C238440157BDc21e6ea76604F1db,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0xbaC127Ffa08e3340EbEdBa908eB10CA7Fda3a7eB,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0xBaD705ed22FC63F13DA30c4c4b9Fd82f164DF0D0,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0xcDED58B98964068A0aD5eAF4e3934A40F719eEDC,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0xf0DC1acc7ABFbac9289a9CEfB91E48f51A0F7fCE,"2,400",0.0170%,68,,,,,,,,,,,,,,,,
0x011E6dBB20cCA18c7C1912a3E03e8AB6DCF19560,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x038A5D37744945D3DfD902fa94aA2CC62BD65415,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x05e37Cb174334B75a5854991eAb5C621f7Ea22fA,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x09343d7d26057ac4D8aC6abf9CfE104C645BAd6B,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x13568837cFDDE5e9E35C97d809E7e47E5Ac7d0c0,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x1457088E6bb9e10C590191A3616fFeC0a40cd4C6,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x17e2fA21d35D8B61dD64E65574E03E59E3D4b409,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x194C2A99686eF68938bdCeC0563Fd001Ce710A7A,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x2957ca416d14000eB0A1b20E8D36A28CeE041db0,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x2dc490917a0A3E66c7afB3201ECE08D7Fe480605,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x3211524357AAA4eAC8B6Af450E7E9713AA5eEb86,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x3341C0C7Db6DF8F30d2989E8969AF4C37F027f64,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x3c97bb0c84a2F108EcEc508be1D5be39EEA8C64E,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x3DB16D54A1a3BdB3641878B50b9f5dafCD0DA2EE,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x43038d10D3852C89DcC63C6643164788409B8230,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x57cF6D12527c28A0E22fF61a9e3C179deF27CBcD,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x67854A73CeFECeE5b2c14F8f800330A9009C3e36,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x8958B1F85073B1425959321d340451D1B5e6355f,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x8Aae28F624B6FD95299324287aE79ad4d0169809,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x8C346E307EFbC7C3dfB8ad5a3CCa26f153178D0f,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x92bb39f9E60DfE9E22096Bc5f5547e1d90a71750,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x997B0CEdD9470693dbB1e44486933EDA716b30fa,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x9eC3C81d70e12fF833722D133b0810073273B1d6,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x9F73d3da3Bb7Fbc0ffe9D064F9DEf9Adb29CdEA3,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0x9fa002DF104142d4AB82D2bCA6b93FeeED1fBaA3,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xA0Fa4F6359F3b3A91C7737d26333DE5235c130A6,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xaB70D7Bfe02Af20F420023d2dc61983bDf33A0C2,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xaF339242247a4EF57eCa78Bcc2c4c2a5FffF4582,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xc5882aA7628220f03AAAf23153B167f52eE9c5f4,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xCd4BC69Dc69ACb3532f0F99cBcE7D3c869b803f7,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xd5C763bb3f53d9EBF8c5d529DeF4B2Ba349a164E,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xdAAFbe495e5607A679305D5695BA3d21c11683c2,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xe217F4f109fFbffa8263b2Ba236ffC9faC48462e,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xe95071e958e048644385fEB515F0c29c8A19873F,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xEb477EE31ee5ea6C85ADEaE02aADe85699572e56,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xec26d975555b7De5C97A6aA88B4e4a0e5DA1137c,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xED660ecd1408aD5e336FA688BF5E32168669637F,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xF2c67395Be5dA848da0184928d5Ceb887AcF9165,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xF4D864e4555f2e2e780668b5C5647Da37eeEa327,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xF96c4Ac582d57f41c9FEDD7aedd8C3a0e2E6516e,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xFa07Eb87eB5A5e9E418F0a4111a39735b4b87C3b,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xfAeB3552d0326EF5370ffD435a9578e670Adc49E,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xff7C0f2d8D60CE7882fc42ed852C61146C3bfC02,"2,300",0.0163%,65,,,,,,,,,,,,,,,,
0xB87CBCD17A72296aCF845EAC0fE6fA2bBB2BCd42,"2,220",0.0157%,62,,,,,,,,,,,,,,,,
0x04DdCe22e6AE0E149Aefad50AcC847638504EB47,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x0aE26C1B1b4762f58B7a024Ed55c54ef72DBf873,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x0dA57c1592AD65BB6a52C06690EDb48A4cAFDea9,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x0e07a3C3CC014aD64a814B7E0a95381b399Dafc4,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x10a01D1a486eCd8D32af02d7C7Eeb95A39dBEB58,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x1d536432DDF28f57D3fBF9c84160fa7a94b701c3,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x23794Fb81Cef78936dBE7173125f9C738f020f43,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x27A9602f6336c1e97d8af64888Da4793395a1c06,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x2DE81570814C484112EfbB1cB1026c8cFBd09d6D,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x2EAA5aAEaD2192B6FD9d921ed1d72e3B27B82AD5,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x305AbFa39266683697a23C2F1c747F5d5da8A7cf,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x30C4a62f198E2a3dC08A9f7EB2AfD783165821D1,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x391851858e94278293d05519696ce53B54Cef73E,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x3a9f31AEb69B680f3d9BC4feb3DEC9CBEbb7693a,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x3c9AA8aF161464C3E0829872906BdB1E6A5a1E4C,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x3eB5F56FF6E659ef59F70047cacdA342CFEC443f,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x3f83EF64B4f8D0C0B478aC5206e5D36f9077c86f,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x42b1DC92E5A66d9cc74F260be9f9EB0F0F75e47E,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x4494916C436dE0942308810B6143862f595c4403,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x453CE2FC6f590e5af3D83c38EdD7aDD77dEe0110,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x45d3C842Cb41D6C49a5e9D5133B117E1494480Dd,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x52A0d9B270d6DCe957edEc2eb05612834DdF61a0,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x575E0978505344A804823D05e1Bce36185308A00,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x59B1200E3107077dE7E47d082d379ac11Ba135c0,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x5A59546EB5B43159aba78bC7545780d6Bc85A95c,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x5d6EEC748761591D109F8C73cb0A140Beb7edE25,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x5Fc2709945735De4eC3C60e49099356274528125,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x6B04eA8A5B16F19CDbcc668650dc63d50eEa044d,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x6ca1eF713f9585709056184DEc3fecED08A9b0b5,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x6dfa853b15553a1a9Fa8Ae2373ddf21480C1ecd4,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x6f5eA2d4aBcBeA3f8cAF73DA8B33625A7249b2BB,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x8601AbD04c9ddA5a5b04E7c5A346Afc4b0F99d09,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x87047356e9E58c3861B3cD5C6C85cd1227A78328,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x8b48aA97799112e0383B51395F029660731E1819,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x8b9ebc3dD8fC970632184536A1fE28d40C1cFB6B,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x8c79257efB188472dCc85aDE58A6C31C2b870aeE,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x8DFaE3C2e12A1Ec9CC96261A7e6345C69b385fc7,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x90BE5eEBFA0c6394C17446010384E0A1775e653c,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x998c9Bb2DE1E559655DA6d85Ac5EE7E486c42b9D,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x9b4A050E6DD6A239A03886a01Ced9D5F64b2479F,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x9Bac19E83CE2B6bB5668b10217A4536315BeB786,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x9BCE19C1e91db7C6cd36d7310fa21f7b453dEC97,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xA00dc43C0dcA95FE53FE450b9dC674F9AA3a8876,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xa3848290F369225269745A67C5067A43c1dAaCDf,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xa3908b338A2A0f5208BA7Fc87a5FeFfE3e515696,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xA872B436A757fAaF8e10D7B82C49219d58E6aea8,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xAf819B022241b5e1C93E58B6C8eB3fAd58570ee8,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xaFFb04602AA108Bd94F37D9F379eaF240bc0FC09,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xB3e790dDb58F91892FAb794789B791d911DB57Bf,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xb4Ef189D3518d323C22129c741B1061B8Be18908,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xBa4f0C12129c1fB4e6F8F2AB961D050311b0C4e9,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xbB0c83402B3feD7d45f3672aA2f1cE6b29290cDb,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xbC8C2DFDF6C760f5E7aB9b526a85E44919b34189,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xbF2Ac4DB5F1266eC8348839ca08DC6601555C287,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xc20C348cfcfDbe07d70DA115274a9AC94bCb870d,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xc871bCC4FFb66DA4A873de8a9450D32d686e7C7E,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xcb3f5F8DE562f734b6fED3B13DF757B92cEfAfE5,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xD50b853B5E96248ae9cd92b9feeb35B44F465442,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xd51964FD50EC1A2b19B0Bf853958F35ef78D3717,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xdC3580DC7e796ed5B25CBC98De1BA7A7d27A99cD,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xdca01FeE2920057036860141043a1Dd86f26d0c1,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xDd03ad6d6aC91F47FA78049b54f03C4709199F86,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xF6eAd08B48678945e98c93b6c7C9342e2C13E92c,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xf71f44Fc31A395608Df5dE81BaC525345D561F00,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xf776eF192141DaF1961663A74Cca78c8daE44323,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xF995042240F6f186F5556E5b4f22E7b4e90bD8c5,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xFa3CC3EE78164f05b38BBa2ad64818A20c96163f,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0xfB1A0F7ec49EEAF6715cd60d7549e5f71D89f82D,"2,200",0.0156%,62,,,,,,,,,,,,,,,,
0x019739748b80226d12e0B7865D2eAB4021dAE0e9,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x021998c02D57c47baCCCE78B77ce5Db3fc306aB8,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x0957674Eb640a43F159DCcFcC3D5d847ceC61E6d,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x0B44b076C3F127f243Ff79a78bF530B4b17B261e,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x0b809ca00e52C7Ed54044b764d2bF4928578eCEd,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x0d7b542A7df03EDDa8800FfB597B3332B00591e2,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x109fA21D663587b3d487a7a87876b896c8a2BC7B,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x133791e461936997C6f4c527D3B34cBed0a20aa3,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x13556CB1EFFA2516894fF3007cd3Fc08eFC30B1B,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x1CA97669537ADB7A9eCa3B52230F445e40Cfdd34,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x22419Ca2E67fded09E42d09248F3Ac80A04A2103,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x2342529DfAe5447c5Feb3950F57F2E773b11A365,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x244724E8c4d814A88DCb71E11B3EF958CD2438d8,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x2c8770aFfcf029f4b62988817aa09ECEdcaFF30D,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x33480a9dbDb00Ba0953CA1dc269f700F6B5d9aA0,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x35650827Af9724354eb9B92103C45F60309B1d76,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x3844A388C886717d4Df4DD24a9Ab8F9E42447842,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x3Db7b9A9e66DC7aEc7895432e978fdd1D88B00f1,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x3eC52897dbDf2Ef19998B56DdDF8AfcE3058CC1A,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x488b12D1ED05203f7D3444f336eEa62Cf08CBcbb,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x48C67C7ee35Eb0A420ea8bB30D446835944b3970,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x48cF4b131D38dAeD176623F6EcdfCAf0E2f1A47f,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x4c189208F1a6e4275588b146b5eB7c3E9a4fAA9d,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x506AF682ba7760035C34895Ad5ed3cCaE313a3ab,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x50Fb82f594225260EbcA212F839AB0Ad0708dEa2,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x525a21320B67C2b23A63F5C984cBf3d139D7AfB8,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x535e55bEe88A79F4e1F1D4Eaf154d38d4Cea809E,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x541441Df9615687c1EDA91a12890Ae3F8Cce9b67,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x5b61c245ED65049332572B4F0bF58a3A27A5DaBD,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x5BBC96af6E8B2b3dc2eF2392F613f8F8525d7a9C,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x63Eb021AefD3aAD49A5EDd7B547707fB9b19F1bb,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x668aF513a9dFF54153aFBEA53FFD34F88B11AEbb,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x68D484212d80df6Fc1da80B2Ff328e4c1e06ECb4,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x6B13FF68b481500E6AA4689a68140DD250117d75,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x74b7aDCEb2105983294C0ca516580e2718295086,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x7762bD20066b0bA051152D43C02134d53C87979d,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x7A28c4cEf82AfeE0605c45219b36Ee5690F42Aa6,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x7C779Bc34Fd4ED0110fa349677DebdB7dFDD6216,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x7CA73B0f134E36B2a93551B9E213c256907aeF9C,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x863061a8f82e7a261406D7a2B1F8605a875dafa7,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x8829e61FDa2E8805DB11EC43B474cEE04d7234Ba,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x88Db43C8c992992436Bc92c0dD5d2952Da389DcC,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x8b45706f49474733FEBD09Dd2C96E39Ff5Fd5eCD,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x90f0Bc22C517e1dC65c7B37BCbFE62c7df5d72C0,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x93ceb5a3968dBCA11e927A44EfeF457806EF3958,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x944e24cd5D9d50f6e7204e9e6Eb5419F73b0f5F8,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x94F845cd28930f316aFB84A703e4c2ab6560DcBf,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0x97898f18182ff25BEA4d2B02Ecb067a2E0ffaf0D,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xA2338189D68408Da860D780d6Bd37e88A94fc5a3,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xA3Ead24880b30EA60762DEd55A842ac1198aA03D,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xa49E82A39fdF2E6061b2438ea67B3e705096A8eb,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xa507bfC946403b8a4774a023141C4457949DDD6e,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xA5736B5dEef021Ac60F6639dEaD2F0b240c8D70E,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xa8eA81Bfa4D6c88316e282212CcEbA9fd0305Ff6,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xa8Eb81E8e2085f8c628962Df296206fD9901Fc87,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xAACEeDfDE04057322F5f1103aA9332dA39fA72B8,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xAD660B44737D123FfDb13a5A90e7c5EBbB418B67,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xAdC5743509848e0311903149D547344DeDacdfc5,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xAdeA5f197Eb0EE6ddbeAdEF1a34f449e510D36B1,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xB9A87FC6B19566Ca113f3aF0462419c353E1d626,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xb9F7D053f300Eebf9A87Dd0Fa343930d0d89DCBc,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xbaCdd5771200Ea09346562c79b2C722f31878f2a,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xBB0e77BDB6A077eEFF8C5204395400a49115A9A3,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xbCb1B4687df7847DFF80C6175bE2C2fc59Fc99FE,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xbD3f6B0097aC0F1ACba806CcDe437d5C54034045,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xBfb601965A68606617d7b4B5991f92B602c55eaE,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xC07F09952AA27265be754552ADd9D479cC0c0836,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xC4A7ef91C0c88a84070C1959A6f6bE5844a98788,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xc548C23e09b60fF57E05c562921CFA782ab15232,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xC8Bfd60565D451Cf476dE26533b605A9A60863F0,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xca41AF9fb2f88Bc6594Ef5Aa63202A6EaE5F2EEa,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xCBa063503264F15f4Ad61cA0C29a839A48D3d495,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xdA2D7c40CC6B4A1821E5237c3D2603FB49Fd7224,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xE21E060ae0b7b6ed120d120695A3244fF8c764F9,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xe6df8d97E150F96Ed0960a79215a276B5802D633,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xeD95f6539e826BfEA3725858B488d185469A3A66,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xEe5EFF35D4072ec02E51B0aa22eAEFF186c2daBB,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xf3039e9122dCd277d89389040Af3490f639CD8F3,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xF4A6F476F1FA74A69954371CaB052a6BaeF791f8,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xf999d4AF70FEd3dD46a4B374aeE9F6E78876dC26,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xfcACFa56BBF281685f6E3cea4B749c6dA930fe35,"2,100",0.0149%,59,,,,,,,,,,,,,,,,
0xB3e9474651F432632a8Db50fE09118E4100746a7,"2,020",0.0143%,57,,,,,,,,,,,,,,,,
0x006998f05385e171C0079B9ae785c8E2b753E637,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x00A15b6d926b6603fa3D2C6392C24720Ca20a8d7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x031da36a4BE3e2472dFb075fC9423a5F7713AC7B,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x05f50c3A2f57b934063005A4223112243F5294aE,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x090B94f66d2E1CF9EEB6dFc91669B4414DC3a913,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x0b0273C9f03ebB712434b4D39ca368c52a9bC1b5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x0B0cd13678e585C5f2Fef2758E62F86D319c6766,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x0e91ea12cE0a147E045575914269931e144aC317,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x0f5BbF822eaC3cEfFbd2A7Be894840FD8Ab7d0Af,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x0feD295Cb6520F1FC22c263273f01759a708E2E1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x10c151A4E196bF3760DC0afa5993613CA00D66bd,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x12f2A63686eE86E6D915cEE4Fc019EB31D5027c5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1347785d3d7D89Fe0a3E7d57B4B40366da6294cD,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x15558823d1C8C7F47935B732A8363587b6A53997,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x161c5eC8b980168173E2295BB7B6601ebc368897,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x17480269103641cBc44B304474104d8Cfadf5eBF,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1798fbC6A3C46B171278Ff97D7Fc4c209cF28c3d,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
